FIPS,State,County,FIR,FIP,Lo_Thresh,Lo_Type,Hi_Thresh,Hi_Type,P_Below,P_Between,P_Above,CFIR,CFIP,C_Below,C_Above,Meal,Budget,Year,Total,White,Black,Native,Asian,Pacific,Other,Biracial
48347,TX,Nacogdoches,0.215,13890,1.65,SNAP,1.85,Other Nutrition Program,0.686,0.081,0.233,0.284,4300.0,0.72,0.29,2.7299238324831454,6641000,2012,64653.0,0.6222139730561613,0.16563809877345212,0.0064034151547491995,0.01186333194128656,0.00018560623636954202,0.10506859697152492,0.08862697786645632
48349,TX,Navarro,0.193,9220,1.65,SNAP,1.85,Other Nutrition Program,0.702,0.082,0.215,0.288,3720.0,0.75,0.26,2.3267319384535132,3757000,2012,52624.0,0.570443143812709,0.12209258133171176,0.00898829431438127,0.007620097294010337,0.013948008513225904,0.14290057768318637,0.1340072970507753
48351,TX,Newton,0.216,3100,1.65,SNAP,1.85,Other Nutrition Program,0.546,0.1,0.354,0.252,830.0,0.61,0.39,2.561015798041055,1390000,2012,12217.0,0.7673733322419579,0.17074568224605058,0.0049111893263485305,0.001964475730539412,0.0,0.009085700253744783,0.045919620201358764
48353,TX,Nolan,0.167,2520,1.65,SNAP,1.85,Other Nutrition Program,0.724,0.071,0.205,0.28,1050.0,0.72,0.29,2.556567989625795,1128000,2012,14738.0,0.6944632921699009,0.04831048989008006,0.0073279956574840545,0.007056588410910571,0.00033925905821685436,0.10517030804722487,0.13733206676618265
48355,TX,Nueces,0.155,52950,1.65,SNAP,1.85,Other Nutrition Program,0.755,0.006,0.239,0.283,24910.0,0.68,0.32,2.3438612343711736,21736000,2012,353178.0,0.5419505178691765,0.04051498111433895,0.008330077184875615,0.02303371104655443,0.0010787761412092485,0.12560805033156086,0.2594838863122845
48357,TX,Ochiltree,0.139,1440,1.65,SNAP,1.85,Other Nutrition Program,0.794,0.012,0.193,0.267,870.0,0.68,0.33,2.599270228498804,656000,2012,10015.0,0.5609585621567649,0.002196704942586121,0.014578132800798801,0.0031952071892161755,0.00019970044932601097,0.24303544682975536,0.17583624563155267
48359,TX,Oldham,0.166,340,1.65,SNAP,1.85,Other Nutrition Program,0.718,0.134,0.148,0.214,130.0,0.72,0.28,2.583546906751003,154000,2012,1758.0,0.8100113765642776,0.019908987485779295,0.005688282138794084,0.006257110352673493,0.0,0.0671217292377702,0.09101251422070535
48361,TX,Orange,0.19,15660,1.65,SNAP,1.85,Other Nutrition Program,0.538,0.102,0.359,0.256,5260.0,0.67,0.33,2.5417789141685643,6971000,2012,84808.0,0.7893359117064428,0.09528582209225545,0.005412225261767758,0.013123761909253844,0.00022403546835204227,0.03293321384775021,0.0636850297141779
48363,TX,Palo Pinto,0.169,4720,1.65,SNAP,1.85,Other Nutrition Program,0.693,0.086,0.221,0.254,1770.0,0.73,0.27,2.6607591762254166,2199000,2012,28409.0,0.7956281460100673,0.02048646555668978,0.009468830300256961,0.007532824105037136,0.0004576014643246858,0.07606744341581893,0.09035868914780527
48365,TX,Panola,0.168,4000,1.65,SNAP,1.85,Other Nutrition Program,0.516,0.132,0.352,0.218,1260.0,0.7,0.3,2.4677337435444877,1729000,2012,22491.0,0.7397181094660086,0.1450802543239518,0.007647503445822774,0.004668534080298786,0.0004890845226979681,0.03863767729313948,0.06375883686808057
48367,TX,Parker,0.149,17370,1.65,SNAP,1.85,Other Nutrition Program,0.465,0.061,0.475,0.234,6930.0,0.57,0.44,2.913710725796642,8864000,2012,148222.0,0.8298025934071865,0.01172565476110159,0.008291616629110389,0.00698276908960883,0.0007826098689803134,0.04560051814170636,0.096814238102306
48369,TX,Parmer,0.138,1410,1.65,SNAP,1.85,Other Nutrition Program,0.803,0.008,0.188,0.275,860.0,0.76,0.25,2.7666831965786476,683000,2012,9869.0,0.5645962103556591,0.00759955415948931,0.017326983483635625,0.0018238929982774344,0.0004053095551727632,0.23842334583037794,0.16982470361738777
48371,TX,Pecos,0.134,2080,1.65,SNAP,1.85,Other Nutrition Program,0.641,0.359,0.0,0.259,990.0,0.61,0.39,2.476690894865107,902000,2012,15193.0,0.4555387349437241,0.03672744026854472,0.011321003093529914,0.009741328243269927,0.000131639570854999,0.2592641347989206,0.2272757190811558
48373,TX,Polk,0.19,8670,1.65,SNAP,1.85,Other Nutrition Program,0.649,0.08,0.272,0.279,2660.0,0.78,0.22,2.396385353254195,3639000,2012,50123.0,0.7250763122718114,0.09823833369910022,0.020329988228956767,0.006783313049897253,3.990184146998384e-05,0.07639207549428406,0.07314007541448038
48375,TX,Potter,0.187,22670,1.65,SNAP,1.85,Other Nutrition Program,0.764,0.065,0.171,0.281,9450.0,0.77,0.23,2.4410365685531854,9692000,2012,118525.0,0.5205062223159671,0.10597764184771145,0.011786542923433875,0.052073402235815226,0.00034591858257751527,0.14439991562961402,0.16491035646488084
48377,TX,Presidio,0.171,1310,1.65,SNAP,1.85,Other Nutrition Program,0.916,0.084,0.0,0.351,720.0,0.84,0.16,3.0936958172332605,710000,2012,6131.0,0.3801989887457185,0.004403849290490948,0.00782906540531724,0.014027075517860055,0.0,0.19425868536943403,0.39928233567117927
48379,TX,Rains,0.155,1700,1.65,SNAP,1.85,Other Nutrition Program,0.6,0.1,0.3,0.227,540.0,0.8,0.2,2.662504760673914,793000,2012,12164.0,0.8544886550476817,0.02219664584018415,0.009207497533706017,0.00452153896744492,0.00024662939822426834,0.0420914172969418,0.06724761591581717
48381,TX,Randall,0.146,17680,1.65,SNAP,1.85,Other Nutrition Program,0.49,0.067,0.443,0.208,6220.0,0.58,0.42,2.8828986182952936,8927000,2012,140753.0,0.7521686926744012,0.035466384375466245,0.008973165758456303,0.01944541146547498,0.00042627865835896927,0.06007687225139073,0.12344319481645151
48383,TX,Reagan,0.099,340,1.65,SNAP,1.85,Other Nutrition Program,0.66,0.085,0.255,0.196,190.0,0.66,0.34,2.4415031200778525,145000,2012,3385.0,0.5128508124076809,0.012407680945347119,0.009453471196454948,0.005908419497784343,0.0002954209748892171,0.22540620384047266,0.23367799113737076
48385,TX,Real,0.174,580,1.65,SNAP,1.85,Other Nutrition Program,0.752,0.085,0.163,0.319,210.0,0.79,0.21,2.4400793721419762,248000,2012,2758.0,0.8023930384336476,0.01015228426395939,0.007251631617113851,0.004713560551124003,0.0010877447425670776,0.05620014503263234,0.11820159535895576
48387,TX,Red River,0.214,2740,1.65,SNAP,1.85,Other Nutrition Program,0.652,0.117,0.231,0.262,720.0,0.79,0.21,2.433515605825775,1168000,2012,11587.0,0.7508414602571848,0.1520669716061103,0.009579701389488219,0.00440148442219729,0.00034521446448606196,0.03331319582290498,0.049451972037628376
48389,TX,Reeves,0.157,2140,1.65,SNAP,1.85,Other Nutrition Program,0.725,0.275,0.0,0.319,980.0,0.78,0.22,2.504605257407191,939000,2012,14748.0,0.5473962571196095,0.019663683211282885,0.006848386221860591,0.011459180905885543,0.0002034174125305126,0.16483590995389205,0.24959316517493899
48391,TX,Refugio,0.137,1000,1.65,SNAP,1.85,Other Nutrition Program,0.756,0.063,0.182,0.244,430.0,0.73,0.27,2.3208913155120716,406000,2012,6741.0,0.6188992731048806,0.06853582554517133,0.004747070167630915,0.004747070167630915,0.0,0.10606734905800326,0.19700341195668297
48393,TX,Roberts,0.13,130,1.65,SNAP,1.85,Other Nutrition Program,0.42,0.034,0.545,0.224,60.0,0.46,0.54,2.7640616298072294,63000,2012,827.0,0.8911729141475212,0.0024183796856106408,0.0036275695284159614,0.0,0.0,0.015719467956469165,0.08706166868198308
48395,TX,Robertson,0.201,3340,1.65,SNAP,1.85,Other Nutrition Program,0.674,0.104,0.222,0.267,1130.0,0.72,0.28,2.4415352918579867,1428000,2012,16757.0,0.6267231604702512,0.18953273258936565,0.006087008414393985,0.006385391179805454,0.0012532076147281732,0.0939308945515307,0.07608760517992481
48397,TX,Rockwall,0.133,10460,1.65,SNAP,1.85,Other Nutrition Program,0.349,0.063,0.588,0.197,4570.0,0.41,0.59,2.7346474864455,5010000,2012,107819.0,0.6948033277993675,0.07788979678906315,0.008338048024930671,0.03126536139270444,0.0010295031487956667,0.06213190625028984,0.12454205659484878
48399,TX,Runnels,0.168,1760,1.65,SNAP,1.85,Other Nutrition Program,0.766,0.063,0.171,0.301,770.0,0.79,0.21,2.4702217954550183,761000,2012,9900.0,0.7555555555555555,0.014747474747474747,0.008686868686868687,0.0024242424242424242,0.0007070707070707071,0.09646464646464646,0.12141414141414142
48401,TX,Rusk,0.177,9440,1.65,SNAP,1.85,Other Nutrition Program,0.555,0.098,0.347,0.247,3050.0,0.74,0.26,2.5720413034610825,4252000,2012,52214.0,0.6485808403876355,0.1594591488872716,0.007679932585130425,0.0044241008158731375,0.0004596468380127935,0.09796223235147662,0.08143409813459991
48403,TX,Sabine,0.231,2460,1.65,SNAP,1.85,Other Nutrition Program,0.647,0.103,0.25,0.347,720.0,0.81,0.2,2.5751954851626717,1109000,2012,9894.0,0.8516272488376794,0.07529816050131392,0.005154639175257732,0.005356781888012937,0.0,0.013947847180109158,0.048615322417626845
48405,TX,San Augustine,0.237,2110,1.65,SNAP,1.85,Other Nutrition Program,0.778,0.14,0.081,0.287,540.0,0.85,0.15,2.5580868325492,945000,2012,7918.0,0.6759282647133115,0.22493053801465016,0.004167719120990149,0.0053043697903510986,0.0,0.04016165698408689,0.04950745137661026
48407,TX,San Jacinto,0.179,4740,1.65,SNAP,1.85,Other Nutrition Program,0.554,0.117,0.329,0.248,1600.0,0.71,0.29,2.822561844917231,2343000,2012,27402.0,0.7399459893438435,0.07787752718779652,0.00799211736369608,0.00321144442011532,0.0007298737318443909,0.08192832639953287,0.0883147215531713
48409,TX,San Patricio,0.152,9950,1.65,SNAP,1.85,Other Nutrition Program,0.673,0.041,0.286,0.282,5150.0,0.67,0.33,2.2929125369727013,3996000,2012,68755.0,0.6137299105519599,0.01738055414151698,0.007912151843502292,0.01288633553923351,0.0012653625190895208,0.11287906334084793,0.2339466220638499
48411,TX,San Saba,0.167,1010,1.65,SNAP,1.85,Other Nutrition Program,0.689,0.064,0.247,0.314,410.0,0.79,0.21,2.482382168605152,439000,2012,5730.0,0.7458987783595113,0.02111692844677138,0.006806282722513089,0.002966841186736475,0.00034904013961605586,0.12949389179755671,0.09336823734729494
48413,TX,Schleicher,0.14,470,1.65,SNAP,1.85,Other Nutrition Program,0.734,0.266,0.0,0.3,290.0,0.64,0.36,2.40596190087642,198000,2012,2451.0,0.5581395348837209,0.010607915136678907,0.009791921664626682,0.004079967360261118,0.0012239902080783353,0.2713178294573643,0.1448388412892697
48415,TX,Scurry,0.147,2490,1.65,SNAP,1.85,Other Nutrition Program,0.609,0.056,0.335,0.257,1080.0,0.75,0.26,2.491552094632777,1087000,2012,16932.0,0.6418025041341838,0.0376210725253957,0.0074415308291991495,0.004901960784313725,0.0004724781478856603,0.16808410111032365,0.13967635246869833
48417,TX,Shackelford,0.142,480,1.65,SNAP,1.85,Other Nutrition Program,0.663,0.095,0.242,0.205,160.0,0.67,0.33,2.5520845395281753,215000,2012,3105.0,0.879549114331723,0.007407407407407408,0.00322061191626409,0.005797101449275362,0.0,0.041223832528180356,0.06280193236714976
48419,TX,Shelby,0.201,5150,1.65,SNAP,1.85,Other Nutrition Program,0.774,0.109,0.117,0.307,2090.0,0.79,0.21,2.590314344737005,2336000,2012,24022.0,0.6290483723253684,0.15968695362584298,0.005786362501040713,0.015402547664640746,0.0005827991008242444,0.10565315127799517,0.08383981350428774
48421,TX,Sherman,0.138,420,1.65,SNAP,1.85,Other Nutrition Program,0.757,0.01,0.233,0.268,260.0,0.74,0.26,2.5957900659350006,191000,2012,2782.0,0.5794392523364486,0.004313443565780014,0.013299784327821711,0.0010783608914450035,0.0,0.18835370237239396,0.2135154565061107
48423,TX,Smith,0.19,39880,1.65,SNAP,1.85,Other Nutrition Program,0.596,0.086,0.318,0.243,13020.0,0.68,0.32,2.622325718256941,18315000,2012,233479.0,0.6190663828438532,0.16529537988427226,0.007092714976507523,0.01793737338261685,0.0004540022871435975,0.09405985120717494,0.09609429541843163
48425,TX,Somervell,0.151,1280,1.65,SNAP,1.85,Other Nutrition Program,0.54,0.113,0.347,0.228,500.0,0.62,0.38,2.4707678931478,554000,2012,9205.0,0.8009777294948398,0.004888647474198805,0.008473655621944595,0.006300923411189571,0.0,0.05801195002715915,0.12134709397066812
48427,TX,Starr,0.194,11790,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.401,8280.0,0.91,0.09,2.252186697454175,4650000,2012,65920.0,0.3312955097087379,0.0010012135922330097,0.003837985436893204,0.0016838592233009708,1.5169902912621359e-05,0.1914896844660194,0.4706765776699029
48429,TX,Stephens,0.159,1520,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.128,0.162,0.254,570.0,0.89,0.11,2.6577091523255487,708000,2012,9101.0,0.7705746621250412,0.027029996703658937,0.006702560158224371,0.0069223162289858255,0.0001098780353807274,0.09845071970113174,0.09020986704757719
48431,TX,Sterling,0.138,170,1.65,SNAP,1.85,Other Nutrition Program,0.757,0.072,0.171,0.25,70.0,0.78,0.22,2.47319834672814,74000,2012,1372.0,0.7755102040816326,0.002186588921282799,0.004373177842565598,0.0007288629737609329,0.0014577259475218659,0.08746355685131195,0.1282798833819242
48433,TX,Stonewall,0.154,220,1.65,SNAP,1.85,Other Nutrition Program,0.611,0.043,0.346,0.25,90.0,0.7,0.3,2.624025394944594,101000,2012,1245.0,0.8289156626506025,0.01606425702811245,0.008032128514056224,0.004016064257028112,0.0,0.05301204819277108,0.08995983935742972
48435,TX,Sutton,0.098,410,1.65,SNAP,1.85,Other Nutrition Program,0.557,0.091,0.352,0.197,240.0,0.48,0.52,2.26769521243195,163000,2012,3372.0,0.5809608540925267,0.0029655990510083037,0.004744958481613286,0.002372479240806643,0.0005931198102016608,0.15391459074733096,0.25444839857651247
48437,TX,Swisher,0.16,1250,1.65,SNAP,1.85,Other Nutrition Program,0.739,0.092,0.17,0.277,560.0,0.82,0.18,2.5862501526670414,566000,2012,6971.0,0.5999139291349878,0.06283173145890117,0.007029120642662459,0.0017214173002438674,0.00043035432506096684,0.1649691579400373,0.16310428919810643
48439,TX,Tarrant,0.18,325860,1.65,SNAP,1.85,Other Nutrition Program,0.576,0.071,0.353,0.242,122550.0,0.66,0.35,2.6168242824961028,149342000,2012,2110640.0,0.49489680855096085,0.17375156350680362,0.008855133987795171,0.061325948527460865,0.002156218019179017,0.11868011598377744,0.14033421142402305
48441,TX,Taylor,0.177,23260,1.65,SNAP,1.85,Other Nutrition Program,0.665,0.057,0.279,0.25,8010.0,0.7,0.3,2.545856980775057,10371000,2012,143208.0,0.6928733031674208,0.08219512876375622,0.008812356851572539,0.020417853751187084,0.0013197586726998493,0.07445114798055974,0.11993045081280375
48443,TX,Terrell,0.137,140,1.65,SNAP,1.85,Other Nutrition Program,0.727,0.273,0.0,0.27,50.0,0.55,0.45,2.2216394210242383,54000,2012,760.0,0.631578947368421,0.010526315789473684,0.0,0.006578947368421052,0.0,0.2013157894736842,0.15
48445,TX,Terry,0.152,1910,1.65,SNAP,1.85,Other Nutrition Program,0.789,0.034,0.177,0.249,790.0,0.96,0.04,2.570421809880062,860000,2012,11831.0,0.5857493026794016,0.03837376384075733,0.006423801876426338,0.003380948356013862,0.0,0.14791649057560646,0.21815569267179444
48447,TX,Throckmorton,0.15,240,1.65,SNAP,1.85,Other Nutrition Program,0.649,0.138,0.213,0.237,70.0,0.79,0.21,2.650223903139088,111000,2012,1440.0,0.8986111111111111,0.001388888888888889,0.003472222222222222,0.0020833333333333333,0.0,0.022222222222222223,0.07222222222222222
48449,TX,Titus,0.171,5490,1.65,SNAP,1.85,Other Nutrition Program,0.809,0.046,0.145,0.272,2640.0,0.84,0.16,2.4057829047787984,2313000,2012,31247.0,0.5180657343104939,0.09575319230646143,0.012065158255192499,0.008896854097993408,0.0002880276506544628,0.20549172720581177,0.15943930617339264
48451,TX,Tom Green,0.159,17550,1.65,SNAP,1.85,Other Nutrition Program,0.676,0.056,0.267,0.258,6700.0,0.72,0.29,2.4036003302724516,7388000,2012,120003.0,0.6545503029090939,0.037865720023666075,0.008749781255468613,0.015007958134379974,0.0014582968759114356,0.10454738631534212,0.17782055448613784
48453,TX,Travis,0.181,186890,1.65,SNAP,1.85,Other Nutrition Program,0.628,0.036,0.337,0.255,62860.0,0.64,0.36,2.6526252373052945,86824000,2012,1290188.0,0.5498787773564783,0.07849011151863139,0.009659832520531892,0.07831261800605803,0.0007898073769094117,0.11967170675901496,0.163197146462376
48455,TX,Trinity,0.18,2610,1.65,SNAP,1.85,Other Nutrition Program,0.621,0.155,0.224,0.265,850.0,0.82,0.18,2.46178151722809,1125000,2012,13602.0,0.7964269960299956,0.08028231142479048,0.003970004411116012,0.002499632406998971,0.0003675930010292604,0.04102337891486546,0.07543008381120424
48457,TX,Tyler,0.2,4330,1.65,SNAP,1.85,Other Nutrition Program,0.617,0.111,0.272,0.295,1300.0,0.76,0.24,2.559963862153233,1941000,2012,19798.0,0.7890190928376604,0.10400040408122033,0.006061218304879281,0.0050510152540660675,0.000151530457621982,0.04737852308313971,0.04833821598141226
48459,TX,Upshur,0.169,6650,1.65,SNAP,1.85,Other Nutrition Program,0.586,0.113,0.301,0.251,2450.0,0.7,0.3,2.529407827518331,2946000,2012,40892.0,0.788369363200626,0.07233688741074049,0.008314584759855229,0.004328475007336398,0.0003179105937591705,0.044409664482050276,0.08192311454563239
48461,TX,Upton,0.126,420,1.65,SNAP,1.85,Other Nutrition Program,0.67,0.053,0.277,0.223,210.0,0.63,0.37,2.4726155538571346,182000,2012,3308.0,0.5589480048367593,0.022370012091898428,0.003929866989117291,0.0015114873035066505,0.0,0.11487303506650544,0.29836759371221283
48463,TX,Uvalde,0.163,4300,1.65,SNAP,1.85,Other Nutrition Program,0.967,0.033,0.0,0.331,2510.0,0.82,0.18,2.2641441682886057,1705000,2012,24564.0,0.5122944145904575,0.006472887151929653,0.005414427617651848,0.006595017098192477,0.0003256798567008631,0.1633284481354828,0.30556912554958476
48465,TX,Val Verde,0.143,6940,1.65,SNAP,1.85,Other Nutrition Program,0.875,0.125,0.0,0.295,4260.0,0.76,0.24,2.0952489593811228,2547000,2012,47586.0,0.4458874458874459,0.013974698440717859,0.0070819148489051405,0.00796452738200311,0.0009876854537048713,0.17490438364224772,0.3491993443449754
48467,TX,Van Zandt,0.171,8980,1.65,SNAP,1.85,Other Nutrition Program,0.623,0.099,0.279,0.27,3390.0,0.71,0.29,2.6067545319105427,4100000,2012,59541.0,0.8381451436825045,0.025898120622764146,0.007944105742261634,0.004618666129221881,0.0005038544868242052,0.04269327018357098,0.08019683915285265
48469,TX,Victoria,0.155,13510,1.65,SNAP,1.85,Other Nutrition Program,0.668,0.046,0.286,0.266,6180.0,0.67,0.33,2.3129726248362323,5473000,2012,91319.0,0.5813138558240892,0.06273612282219472,0.007950152761199751,0.01567034242600116,0.00047087681643469595,0.1295677788850075,0.202290870465073
48471,TX,Walker,0.216,14560,1.65,SNAP,1.85,Other Nutrition Program,0.443,0.054,0.502,0.25,2760.0,0.66,0.34,2.588107033078115,6600000,2012,76400.0,0.5602094240837696,0.21777486910994764,0.0061256544502617805,0.015026178010471205,0.000549738219895288,0.13240837696335078,0.06790575916230367
48473,TX,Waller,0.19,8160,1.65,SNAP,1.85,Other Nutrition Program,0.607,0.091,0.302,0.261,2740.0,0.72,0.28,2.9495818911195877,4215000,2012,56794.0,0.46622882698876644,0.2157974433919076,0.011163151037081381,0.014244462443215833,0.0003521498749867944,0.16332711201887523,0.12888685424516674
48475,TX,Ward,0.149,1600,1.65,SNAP,1.85,Other Nutrition Program,0.775,0.027,0.198,0.276,830.0,0.73,0.28,2.421768387128154,679000,2012,11644.0,0.5639814496736517,0.0413947097217451,0.010477499141188595,0.005925798694606664,0.00017176228100309173,0.18035039505324632,0.19769838543455856
48477,TX,Washington,0.183,6170,1.65,SNAP,1.85,Other Nutrition Program,0.593,0.08,0.327,0.232,1720.0,0.73,0.27,2.54820146758895,2754000,2012,35805.0,0.6507191732998184,0.15712889261276358,0.004301075268817204,0.015751989945538333,0.0005027230833682447,0.06250523669878509,0.10909090909090909
48479,TX,Webb,0.152,37930,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.332,29170.0,0.8,0.2,2.045989027377326,13591000,2012,267114.0,0.38456614029964736,0.0043651774148865275,0.006180881571164372,0.00525992647334097,0.00019841715522211491,0.19723039601069206,0.4021990610750466
48481,TX,Wharton,0.176,7240,1.65,SNAP,1.85,Other Nutrition Program,0.679,0.039,0.282,0.268,2930.0,0.67,0.33,2.294126727330641,2909000,2012,41570.0,0.5509502044743806,0.13654077459706518,0.007072407986528747,0.004642771229251864,2.4055809477988934e-05,0.14724560981477028,0.15352417608852537
48483,TX,Wheeler,0.141,760,1.65,SNAP,1.85,Other Nutrition Program,0.612,0.072,0.316,0.221,300.0,0.59,0.41,2.7618054741520943,368000,2012,4990.0,0.7511022044088176,0.017234468937875752,0.011422845691382766,0.005410821643286573,0.0004008016032064128,0.10380761523046092,0.11062124248496993
48485,TX,Wichita,0.18,23550,1.65,SNAP,1.85,Other Nutrition Program,0.57,0.082,0.348,0.24,7260.0,0.73,0.27,2.436702414397067,10050000,2012,129350.0,0.6704136064940085,0.10735987630459992,0.011155778894472362,0.021236954000773096,0.001399304213374565,0.0807035175879397,0.10773096250483186
48487,TX,Wilbarger,0.175,2350,1.65,SNAP,1.85,Other Nutrition Program,0.748,0.038,0.214,0.271,930.0,0.75,0.25,2.4750276743758115,1019000,2012,12887.0,0.6279196089082021,0.08240862885077986,0.013734771475129975,0.04430821758361139,0.0,0.1268720415923023,0.1047567315899744
48489,TX,Willacy,0.198,4350,1.65,SNAP,1.85,Other Nutrition Program,0.917,0.083,0.0,0.378,2230.0,0.89,0.11,1.9817728410193198,1510000,2012,20164.0,0.433594524895854,0.02464788732394366,0.007389406863717516,0.008182900218210672,9.918666931164451e-05,0.21870660583217616,0.30737948819678634
48491,TX,Williamson,0.147,62520,1.65,SNAP,1.85,Other Nutrition Program,0.387,0.07,0.543,0.206,25020.0,0.48,0.52,2.6970481211578456,29531000,2012,609017.0,0.6128958633338643,0.0668815484625224,0.007533451447168141,0.08969864552221038,0.0012068628626130304,0.07217039918425923,0.14961322918736258
48493,TX,Wilson,0.122,5260,1.65,SNAP,1.85,Other Nutrition Program,0.526,0.073,0.4,0.228,2560.0,0.6,0.4,2.470240547565719,2276000,2012,49753.0,0.6928426426547143,0.015597049424155327,0.009506964404156533,0.005105219785741563,0.0006632765863365023,0.08827608385423995,0.18800876329065583
48495,TX,Winkler,0.122,870,1.65,SNAP,1.85,Other Nutrition Program,0.721,0.081,0.198,0.232,490.0,0.74,0.26,2.5058156240427802,382000,2012,7791.0,0.5193171608265947,0.020921576177640868,0.01732768579129765,0.010910024387113335,0.0001283532280836863,0.23116416377871904,0.20023103581055063
48497,TX,Wise,0.146,8680,1.65,SNAP,1.85,Other Nutrition Program,0.524,0.086,0.391,0.237,3660.0,0.64,0.36,2.7633594846246528,4201000,2012,68632.0,0.7875917939153747,0.010490733185685977,0.010126471616738547,0.005565916773516727,0.00018941601585266348,0.07573726541554959,0.11029840307728174
48499,TX,Wood,0.173,7230,1.65,SNAP,1.85,Other Nutrition Program,0.608,0.129,0.263,0.271,2320.0,0.79,0.21,2.63960374232201,3342000,2012,44843.0,0.8222242044466249,0.037753941529335686,0.007559708315679147,0.005129005641906206,8.920009812010793e-05,0.048591753450928796,0.07865218651740517
48501,TX,Yoakum,0.107,840,1.65,SNAP,1.85,Other Nutrition Program,0.87,0.13,0.0,0.228,580.0,0.66,0.34,2.8102442630602953,413000,2012,7694.0,0.48843254484013515,0.008188198596308812,0.008058227190018197,0.006498570314530803,0.0,0.25513387054847936,0.23368858851052768
48503,TX,Young,0.164,3010,1.65,SNAP,1.85,Other Nutrition Program,0.679,0.078,0.242,0.268,1190.0,0.75,0.25,2.488045096111687,1312000,2012,17867.0,0.8058431745676387,0.010242346224883864,0.010298315329937874,0.004981250349806907,0.0,0.0846252868416634,0.08400962668606929
48505,TX,Zapata,0.14,1960,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.339,1620.0,0.76,0.24,2.093219472814062,719000,2012,13889.0,0.39030887752897975,0.0012959896320829433,0.004823961408308734,0.0011519907840737275,0.0,0.14745482036143712,0.4549643602851177
48507,TX,Zavala,0.196,2310,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.408,1510.0,0.86,0.14,2.076000445184816,840000,2012,9670.0,0.4754912099276112,0.00920372285418821,0.0076525336091003105,0.0019648397104446744,0.00010341261633919338,0.16163391933815927,0.3439503619441572
48001,TX,Anderson,0.216,12560,1.65,SNAP,1.85,Other Nutrition Program,0.596,0.061,0.343,0.295,3360.0,0.82,0.18,2.64,5873000,2013,57922.0,0.6029142640102206,0.19987224198059458,0.0061634612064500535,0.006767722109043196,0.00022443976382031009,0.12199164393494699,0.06206622699492421
48003,TX,Andrews,0.104,1620,1.65,SNAP,1.85,Other Nutrition Program,0.726,0.073,0.201,0.219,1020.0,0.69,0.31,2.59,742000,2013,18610.0,0.5861902203116603,0.012735088662009673,0.011821601289629231,0.006018269747447609,0.0,0.17614185921547554,0.20709296077377753
48005,TX,Angelina,0.202,17620,1.65,SNAP,1.85,Other Nutrition Program,0.723,0.071,0.205,0.288,6680.0,0.77,0.23,2.56,7974000,2013,86395.0,0.6353029689218126,0.15160599571734476,0.006516580820649343,0.010637189652178946,0.0004861392441692228,0.09940390068869727,0.09604722495514786
48007,TX,Aransas,0.176,4150,1.65,SNAP,1.85,Other Nutrition Program,0.697,0.048,0.255,0.313,1410.0,0.7,0.31,2.5,1838000,2013,23830.0,0.7551825430130088,0.011078472513638271,0.010281158203944608,0.02102391942929081,0.0007133864876206462,0.06533780948384389,0.13638271086865295
48009,TX,Archer,0.167,1480,1.65,SNAP,1.85,Other Nutrition Program,0.507,0.077,0.416,0.249,520.0,0.56,0.44,2.56,669000,2013,8560.0,0.882126168224299,0.003738317757009346,0.012616822429906542,0.0022196261682242992,0.0,0.03516355140186916,0.0641355140186916
48011,TX,Armstrong,0.159,280,1.65,SNAP,1.85,Other Nutrition Program,0.412,0.032,0.556,0.249,100.0,0.5,0.5,2.74,136000,2013,1848.0,0.8906926406926406,0.007034632034632035,0.0091991341991342,0.005411255411255411,0.0,0.021103896103896104,0.06655844155844155
48013,TX,Atascosa,0.114,5220,1.65,SNAP,1.85,Other Nutrition Program,0.826,0.026,0.147,0.253,3300.0,0.78,0.22,2.51,2317000,2013,48981.0,0.5757946959024928,0.008676833874359446,0.010024295134848206,0.004205712419101284,0.000367489434678753,0.1541414017680325,0.246789571466487
48015,TX,Austin,0.16,4560,1.65,SNAP,1.85,Other Nutrition Program,0.538,0.085,0.377,0.234,1670.0,0.59,0.41,2.82,2277000,2013,30167.0,0.6684125037292405,0.08088308416481586,0.009182218981005734,0.006662909802101634,0.00026519043988464217,0.10286074187025558,0.13173335101269598
48017,TX,Bailey,0.128,910,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.252,560.0,1.0,0.0,2.8,451000,2013,6904.0,0.48493626882966395,0.009414831981460023,0.012456546929316338,0.001593279258400927,0.0,0.2959154113557358,0.19568366164542295
48019,TX,Bandera,0.167,3420,1.65,SNAP,1.85,Other Nutrition Program,0.504,0.065,0.431,0.278,1080.0,0.64,0.36,2.85,1722000,2013,20851.0,0.8205841446453408,0.005275526353652103,0.007529614886576184,0.0046520550573114,0.0007193899573161959,0.040765430914584434,0.12047383818521894
